nomask,padbos,padnil
0.5838543772697449,0.5838849544525146,0.5838733911514282
0.5948451161384583,0.5934507250785828,0.5982377529144287
0.6032726764678955,0.6093868017196655,0.6082565784454346
0.6103523969650269,0.617891252040863,0.6165019273757935
0.6139016151428223,0.6185356974601746,0.616671085357666
0.6220988035202026,0.6262778043746948,0.6214036345481873
0.629427433013916,0.6295609474182129,0.6348822116851807
0.6266892552375793,0.6343386173248291,0.626197099685669
0.6314955949783325,0.6385867595672607,0.6364749670028687
0.6382181644439697,0.6401312351226807,0.6475507020950317
0.6361844539642334,0.641032338142395,0.6498099565505981
0.6455292105674744,0.642177402973175,0.6458842754364014
0.6443761587142944,0.6484616994857788,0.6513456702232361
0.6390947699546814,0.6589372754096985,0.6415352821350098
0.656164288520813,0.630357027053833,0.6458620429039001
0.6492609977722168,0.6547034978866577,0.6527300477027893
0.6514223217964172,0.6525342464447021,0.6401762962341309
0.6611171364784241,0.6435513496398926,0.6566597819328308
0.6483155488967896,0.6611803770065308,0.662722110748291
0.6595476865768433,0.6523653268814087,0.6539045572280884
0.6624714136123657,0.6579862833023071,0.665117084980011
0.6550769805908203,0.6549872756004333,0.6531834006309509
0.662647545337677,0.6571288108825684,0.6658510565757751
0.66051185131073,0.6694632172584534,0.6634254455566406
0.6676723957061768,0.6692763566970825,0.6644884943962097
0.6706502437591553,0.6667362451553345,0.6695390939712524
0.6682296991348267,0.6656081676483154,0.6682367920875549
0.6686410307884216,0.6695898771286011,0.6681522130966187
0.6687073111534119,0.6710562705993652,0.6642150282859802
0.6697275638580322,0.6733851432800293,0.6705405712127686
0.6661951541900635,0.6773480176925659,0.6793708205223083
0.6720777750015259,0.6806177496910095,0.6760417819023132
0.6695667505264282,0.6787028908729553,0.6737878322601318
0.6750080585479736,0.6767787933349609,0.6689568161964417
0.6736993789672852,0.6783431768417358,0.6813383102416992
0.6645617485046387,0.6714310646057129,0.6795043349266052
0.6758402585983276,0.6873140335083008,0.6785197257995605
0.6788612604141235,0.6677652597427368,0.684480607509613
0.6797618269920349,0.6779729127883911,0.675571620464325
0.6826764345169067,0.6812979578971863,0.6713035702705383
0.6841062903404236,0.6790146231651306,0.6833388805389404
0.6772576570510864,0.6815351843833923,0.6881376504898071
0.6776735782623291,0.6931867003440857,0.6825651526451111
0.6800936460494995,0.6875448226928711,0.690568208694458
0.6868209838867188,0.6879386901855469,0.6933823823928833
0.684586226940155,0.686653733253479,0.694566011428833
0.6815460920333862,0.6950051188468933,0.6923947930335999
0.6891106367111206,0.6899334192276001,0.6881519556045532
0.6825462579727173,0.6906246542930603,0.6930985450744629
0.6927878856658936,0.6822771430015564,0.6902525424957275
0.6927569508552551,0.690010666847229,0.6976163387298584
0.6932910680770874,0.6870830059051514,0.6911918520927429
0.6906927824020386,0.6892410516738892,0.6942556500434875
0.6940305233001709,0.6984894275665283,0.6972141861915588
0.6910068988800049,0.698436975479126,0.7013609409332275
0.6890441179275513,0.6985856294631958,0.7034602165222168
0.6965491771697998,0.703265905380249,0.7070645689964294
0.7004059553146362,0.6980616450309753,0.6935016512870789
0.6965433359146118,0.7025482058525085,0.7019251585006714
0.7021686434745789,0.6924480199813843,0.6959059238433838
0.6988095045089722,0.697224497795105,0.6911121606826782
0.6935912370681763,0.700079083442688,0.6976402401924133
0.6986629366874695,0.7001758813858032,0.6982589960098267
0.7062061429023743,0.6991780996322632,0.6987448930740356
0.6996769905090332,0.6955883502960205,0.7020357847213745
0.7067737579345703,0.6968717575073242,0.7053121328353882
0.6970372200012207,0.7055744528770447,0.7035476565361023
0.7106958627700806,0.6991898417472839,0.7009401321411133
0.6994795799255371,0.697197675704956,0.6981102228164673
0.704268217086792,0.70497727394104,0.6978391408920288
0.7055661082267761,0.7057269215583801,0.7024766206741333
0.7041011452674866,0.7028055787086487,0.706457257270813
0.7018589973449707,0.7122529149055481,0.7120604515075684
0.7092505693435669,0.7058127522468567,0.7066043615341187
0.705224871635437,0.7127985954284668,0.7069229483604431
0.7021118402481079,0.7012827396392822,0.7064816951751709
0.7085329294204712,0.709976077079773,0.7075388431549072
0.6979799270629883,0.6951652765274048,0.7055987119674683
0.6999890208244324,0.7118618488311768,0.7010016441345215
